ntaxa	mpd.obs	mpd.rand.mean	mpd.rand.sd	mpd.obs.rank	mpd.obs.z	mpd.obs.p	runs
Colias hyale	1	NA	NA	NA	NA	NA	NA	99
Colobura dirce	2	225.40276	293.976702757576	121.53117451715	6	-0.564249815160789	0.06	99
Colotis amata	1	NA	NA	NA	NA	NA	NA	99
Colotis evagore	1	NA	NA	NA	NA	NA	NA	99
Conga chydaea	0	NA	NA	NA	NA	NA	NA	99
Consul fabius	1	NA	NA	NA	NA	NA	NA	99
Copaeodes aurantiaca	1	NA	NA	NA	NA	NA	NA	99
Corades medeba	0	NA	NA	NA	NA	NA	NA	99
Coreana raphaelis	1	NA	NA	NA	NA	NA	NA	99
Coreana stygiana	1	NA	NA	NA	NA	NA	NA	99
Corticea corticea	0	NA	NA	NA	NA	NA	NA	99
Creon cleobis	1	NA	NA	NA	NA	NA	NA	99
Creonpyge creon	0	NA	NA	NA	NA	NA	NA	99
Cressida cressida	1	NA	NA	NA	NA	NA	NA	99
Croitana croites	1	NA	NA	NA	NA	NA	NA	99
Croniades pieria	0	NA	NA	NA	NA	NA	NA	99
Crudaria leroma	1	NA	NA	NA	NA	NA	NA	99
Cunizza hirlanda	0	NA	NA	NA	NA	NA	NA	99
Cupha erymanthis	4	218.621495	260.495187400673	54.5561780201189	4	-0.767533465874964	0.04	99
Cupido comyntas	1	NA	NA	NA	NA	NA	NA	99
Cupido moorei	2	116.19759	279.194115878788	114.35417665614	1	-1.42536574216187	0.01	99
Cupidopsis cissus	1	NA	NA	NA	NA	NA	NA	99
Cupidopsis jobates	1	NA	NA	NA	NA	NA	NA	99
Cupitha purreea	2	247.468463	278.245068575758	113.703520579357	37	-0.270674165750898	0.37	99
Curetis bulis	1	NA	NA	NA	NA	NA	NA	99
Curetis saronis	1	NA	NA	NA	NA	NA	NA	99
Curetis tagalica	0	NA	NA	NA	NA	NA	NA	99
Cyaniris semiargus	1	NA	NA	NA	NA	NA	NA	99
Cybdelis phaesyla	0	NA	NA	NA	NA	NA	NA	99
Cyclargus ammon	2	237.158162	272.67840549495	99.7738092199432	22	-0.356007691524015	0.22	99
Cyclargus thomasi	0	NA	NA	NA	NA	NA	NA	99
Cycloglypha thrasibulus	0	NA	NA	NA	NA	NA	NA	99
Cyclyrius webbianus	1	NA	NA	NA	NA	NA	NA	99
Cyllopsis pyracmon	0	NA	NA	NA	NA	NA	NA	99
Cymothoe lurida	1	NA	NA	NA	NA	NA	NA	99
Cynandra opis	0	NA	NA	NA	NA	NA	NA	99
Cynea cynea	0	NA	NA	NA	NA	NA	NA	99
Cyrestis acilia	1	NA	NA	NA	NA	NA	NA	99
Cyrestis nivea	1	NA	NA	NA	NA	NA	NA	99
Dachetola azora	0	NA	NA	NA	NA	NA	NA	99
Daedalma dinias	0	NA	NA	NA	NA	NA	NA	99
Daimio tethys	2	271.516896	260.342806525253	71.7561009947267	83	0.155723197328805	0.83	99
Danaus chrysippus	1	NA	NA	NA	NA	NA	NA	99
Danaus eresimus	2	120.09499	265.773853787879	81.7953780474733	1	-1.78101583812386	0.01	99
Danaus erippus	1	NA	NA	NA	NA	NA	NA	99
Danaus gilippus	1	NA	NA	NA	NA	NA	NA	99
Danaus melanippus	2	213.48328	267.03945689899	81.5026279749972	7	-0.657109816329106	0.07	99
Danaus plexippus	1	NA	NA	NA	NA	NA	NA	99
Danis danis	2	231.572359	272.493439515152	98.8337612915193	17	-0.414039493998928	0.17	99
Dapidodigma demeter	1	NA	NA	NA	NA	NA	NA	99
Darpa pteria	0	NA	NA	NA	NA	NA	NA	99
Dasyophthalma rusina	1	NA	NA	NA	NA	NA	NA	99
Davidina armandi	0	NA	NA	NA	NA	NA	NA	99
Decinea decinea	0	NA	NA	NA	NA	NA	NA	99
Delias descombesi	1	NA	NA	NA	NA	NA	NA	99
Delias henningia	1	NA	NA	NA	NA	NA	NA	99
Delias pasithoe	2	162.945508	278.31836530303	115.191219776047	4	-1.00157683482592	0.04	99
Deloneura ochrascens	0	NA	NA	NA	NA	NA	NA	99
Dercas verhuelli	1	NA	NA	NA	NA	NA	NA	99
Detritivora gynaea	0	NA	NA	NA	NA	NA	NA	99
Deudorix antalus	6	227.018093066667	279.481901531313	59.7802988051338	2	-0.877610341755954	0.02	99
Deudorix epijarbas	4	235.493714333333	272.003531510101	65.4279446431785	9	-0.558015651811771	0.09	99
Diaethria anna	0	NA	NA	NA	NA	NA	NA	99
Diaethria clymena	2	237.158333	265.414109656566	81.6479512743454	23	-0.346068409746417	0.23	99
Dianesia carteri	0	NA	NA	NA	NA	NA	NA	99
Dichorragia nesimachus	1	NA	NA	NA	NA	NA	NA	99
Dilipa morgiana	0	NA	NA	NA	NA	NA	NA	99
Dingana dingana	1	NA	NA	NA	NA	NA	NA	99
Dione juno	1	NA	NA	NA	NA	NA	NA	99
Dira clytus	1	NA	NA	NA	NA	NA	NA	99
Dircenna jemina	0	NA	NA	NA	NA	NA	NA	99
Discolampa ethion	1	NA	NA	NA	NA	NA	NA	99
Discophora celinde	0	NA	NA	NA	NA	NA	NA	99
Dismorphia theucharila	1	NA	NA	NA	NA	NA	NA	99
Dispar compacta	2	229.20162	259.673331919192	73.2205988155682	17	-0.416163107269112	0.17	99
Dixeia charina	1	NA	NA	NA	NA	NA	NA	99
Dixeia doxo	1	NA	NA	NA	NA	NA	NA	99
Dodona deodata	1	NA	NA	NA	NA	NA	NA	99
Doleschallia bisaltide	3	210.653786666667	285.669882828283	87.6106042173872	2	-0.856244478984297	0.02	99
Doleschallia polibete	1	NA	NA	NA	NA	NA	NA	99
Doxocopa agathina	0	NA	NA	NA	NA	NA	NA	99
Drephalys kidonoi	0	NA	NA	NA	NA	NA	NA	99
Drupadia ravindra	2	237.158162	272.67840549495	99.7738092199432	22	-0.356007691524015	0.22	99
Dryadula phaetusa	1	NA	NA	NA	NA	NA	NA	99
Dryas iulia	1	NA	NA	NA	NA	NA	NA	99
Dubiella dubius	0	NA	NA	NA	NA	NA	NA	99
Dulcedo polita	1	NA	NA	NA	NA	NA	NA	99
Durbania amakosa	0	NA	NA	NA	NA	NA	NA	99
Durbaniella clarki	0	NA	NA	NA	NA	NA	NA	99
Durbaniopsis saga	0	NA	NA	NA	NA	NA	NA	99
Dymasia dymas	1	NA	NA	NA	NA	NA	NA	99
Dynamine postverta	1	NA	NA	NA	NA	NA	NA	99
Dynastor darius	1	NA	NA	NA	NA	NA	NA	99
Dyscophellus porcius	0	NA	NA	NA	NA	NA	NA	99
Eagris sabadius	3	192.289519333333	279.671609811448	85.5763843981158	1	-1.0211005184748	0.01	99
Eantis mithridates	1	NA	NA	NA	NA	NA	NA	99
Eantis thraso	0	NA	NA	NA	NA	NA	NA	99
Ebusus ebusus	0	NA	NA	NA	NA	NA	NA	99
Echinargus isola	1	NA	NA	NA	NA	NA	NA	99
Eetion elia	0	NA	NA	NA	NA	NA	NA	99
Elbella iphinous	0	NA	NA	NA	NA	NA	NA	99
Elbella patrobas	0	NA	NA	NA	NA	NA	NA	99
Elbella scylla	1	NA	NA	NA	NA	NA	NA	99
Elina montrolii	0	NA	NA	NA	NA	NA	NA	99
Elodina padusa	1	NA	NA	NA	NA	NA	NA	99
Elymnias hypermnestra	1	NA	NA	NA	NA	NA	NA	99
Elymnias nesaea	1	NA	NA	NA	NA	NA	NA	99
Elymniopsis bammakoo	0	NA	NA	NA	NA	NA	NA	99
Elzunia pavonii	0	NA	NA	NA	NA	NA	NA	99
Emesis ares	0	NA	NA	NA	NA	NA	NA	99
Emesis brimo	0	NA	NA	NA	NA	NA	NA	99
Emesis cypria	1	NA	NA	NA	NA	NA	NA	99
Emesis emesia	1	NA	NA	NA	NA	NA	NA	99
Emesis lacrines	1	NA	NA	NA	NA	NA	NA	99
Emesis lucinda	0	NA	NA	NA	NA	NA	NA	99
Emesis mandana	4	231.452949833333	278.188577210438	69.2349879264815	5	-0.675029039172095	0.05	99
Emesis ocypore	0	NA	NA	NA	NA	NA	NA	99
Emesis tegula	0	NA	NA	NA	NA	NA	NA	99
Emesis tenedia	1	NA	NA	NA	NA	NA	NA	99
Emesis zela	0	NA	NA	NA	NA	NA	NA	99
Eogenes alcides	0	NA	NA	NA	NA	NA	NA	99
Eooxylides tharis	1	NA	NA	NA	NA	NA	NA	99
Epargyreus clarus	1	NA	NA	NA	NA	NA	NA	99
Epargyreus spanna	0	NA	NA	NA	NA	NA	NA	99
Ephyriades arcas	3	244.032258666667	270.765511616162	75.5896737228828	39	-0.353662764142904	0.39	99
Ephyriades brunnea	1	NA	NA	NA	NA	NA	NA	99
Epiphile orea	1	NA	NA	NA	NA	NA	NA	99
Episcada salvinia	0	NA	NA	NA	NA	NA	NA	99
Epitola urania	0	NA	NA	NA	NA	NA	NA	99
Epityches eupompe	1	NA	NA	NA	NA	NA	NA	99
Eracon paulinus	0	NA	NA	NA	NA	NA	NA	99
Erebia epiphron	1	NA	NA	NA	NA	NA	NA	99
Erebia ligea	2	187.64298	267.673879858586	81.5112113976502	3	-0.981839166494009	0.03	99
Eretris porphyria	0	NA	NA	NA	NA	NA	NA	99
Erikssonia acraeina	0	NA	NA	NA	NA	NA	NA	99
Erionota acroleucus	1	NA	NA	NA	NA	NA	NA	99
Erionota thrax	4	191.627285	268.434323003367	62.8202221317343	3	-1.22264830331708	0.03	99
Eroessa chiliensis	0	NA	NA	NA	NA	NA	NA	99
Eronia cleodora	2	133.2723	278.782822676768	114.623529654315	2	-1.2694646824749	0.02	99
Erora quaderna	1	NA	NA	NA	NA	NA	NA	99
Erynnis brizo	1	NA	NA	NA	NA	NA	NA	99
Erynnis horatius	2	225.40301	266.559301242424	81.9633809231898	15	-0.50213022912016	0.15	99
Erynnis tages	2	247.46876	292.316027767677	129.015912580602	33	-0.347610359610941	0.33	99
Eryphanis automedon	0	NA	NA	NA	NA	NA	NA	99
Erysichton lineata	3	256.256328	270.780259703704	79.6697062278285	56	-0.182301810705442	0.56	99
Eteona tisiphone	0	NA	NA	NA	NA	NA	NA	99
Etesiolaus catori	1	NA	NA	NA	NA	NA	NA	99
Euapatura mirza	0	NA	NA	NA	NA	NA	NA	99
Euaspa milionia	0	NA	NA	NA	NA	NA	NA	99
Eucheira socialis	0	NA	NA	NA	NA	NA	NA	99
Euchloe ausonia	1	NA	NA	NA	NA	NA	NA	99
Euchloe ausonides	1	NA	NA	NA	NA	NA	NA	99
Euchrysops cnejus	1	NA	NA	NA	NA	NA	NA	99
Eueides isabella	1	NA	NA	NA	NA	NA	NA	99
Euliphyra hewitsoni	0	NA	NA	NA	NA	NA	NA	99
Eumaeus atala	1	NA	NA	NA	NA	NA	NA	99
Eumaeus minyas	0	NA	NA	NA	NA	NA	NA	99
Eumedonia eumedon	1	NA	NA	NA	NA	NA	NA	99
Eunica monima	2	159.835819	272.927160919192	89.3156910355739	1	-1.26619791671486	0.01	99
Euphaedra neophron	1	NA	NA	NA	NA	NA	NA	99
Euphilotes enoptes	1	NA	NA	NA	NA	NA	NA	99
Euphydryas editha	2	105.86464	272.397770808081	100.047452188215	1	-1.66454144674059	0.01	99
Euphyes arpa	1	NA	NA	NA	NA	NA	NA	99
Euphyes dion	1	NA	NA	NA	NA	NA	NA	99
Euploea phaenareta	1	NA	NA	NA	NA	NA	NA	99
Euploea radamanthus	0	NA	NA	NA	NA	NA	NA	99
Euptoieta claudia	8	244.666529964286	277.560357246032	47.2358524810749	12	-0.696374163987513	0.12	99
Euptychoides eugenia	0	NA	NA	NA	NA	NA	NA	99
Eurema mandarina	2	225.40335	271.489133575758	99.5147743337665	17	-0.463104939787018	0.17	99
Eurema mexicana	1	NA	NA	NA	NA	NA	NA	99
Euriphellus euribates	0	NA	NA	NA	NA	NA	NA	99
Euriphene amicia	0	NA	NA	NA	NA	NA	NA	99
Euripus nyctelius	1	NA	NA	NA	NA	NA	NA	99
Euryades corethrus	1	NA	NA	NA	NA	NA	NA	99
Eurybia lycisca	1	NA	NA	NA	NA	NA	NA	99
Eurytela dryope	2	237.158311	258.736695232323	70.4157000426788	21	-0.30644279925137	0.21	99
Eurytides dioxippus	0	NA	NA	NA	NA	NA	NA	99
Eurytides dolicaon	0	NA	NA	NA	NA	NA	NA	99
Eurytides marcellus	1	NA	NA	NA	NA	NA	NA	99
Eurytides philolaus	1	NA	NA	NA	NA	NA	NA	99
Euschemon rafflesia	1	NA	NA	NA	NA	NA	NA	99
Euselasia chrysippe	1	NA	NA	NA	NA	NA	NA	99
Euthalia evelina	4	241.382026666667	274.159264116162	64.3140540957033	15	-0.509643466118936	0.15	99
Euthalia lubentina	1	NA	NA	NA	NA	NA	NA	99
Euthaliopsis aetion	0	NA	NA	NA	NA	NA	NA	99
Eutresis hypereia	0	NA	NA	NA	NA	NA	NA	99
Euxanthe eurinome	1	NA	NA	NA	NA	NA	NA	99
Evena crithea	2	247.469192	261.053650969697	73.6324520515609	46	-0.184490107163408	0.46	99
Evenus regalis	1	NA	NA	NA	NA	NA	NA	99
Exometoeca nycteris	0	NA	NA	NA	NA	NA	NA	99
Exoplisia cadmeis	0	NA	NA	NA	NA	NA	NA	99
Falga jeconia	0	NA	NA	NA	NA	NA	NA	99
Faunis eumeus	3	237.614366666667	275.006648606061	77.4183207484261	17	-0.482990093015601	0.17	99
Feniseca tarquinius	0	NA	NA	NA	NA	NA	NA	99
Flos apidanus	2	186.63897	267.505416353535	92.2057378874553	3	-0.877021844912076	0.03	99
Forsterinaria pronophila	0	NA	NA	NA	NA	NA	NA	99
Fountainea nessus	1	NA	NA	NA	NA	NA	NA	99
Fresna netopha	0	NA	NA	NA	NA	NA	NA	99
Fresna nyassae	1	NA	NA	NA	NA	NA	NA	99
Freyeria trochylus	2	247.46886	278.351202171717	105.495009024417	27	-0.292737471253918	0.27	99
Gamia buchholzi	2	229.20117	275.523404141414	97.5629152693491	11	-0.474793460338172	0.11	99
Gamia shelleyi	2	229.20117	275.523404141414	97.5629152693491	11	-0.474793460338172	0.11	99
Gandaca harina	1	NA	NA	NA	NA	NA	NA	99
Gangara thyrsis	2	196.4188	267.896797373737	92.956633352693	6	-0.768939179440137	0.06	99
Ganyra josephina	1	NA	NA	NA	NA	NA	NA	99
Ganyra phaloe	0	NA	NA	NA	NA	NA	NA	99
Gegenes pumilio	1	NA	NA	NA	NA	NA	NA	99
Geitoneura klugii	1	NA	NA	NA	NA	NA	NA	99
Gerosis bhagava	0	NA	NA	NA	NA	NA	NA	99
Gesta gesta	1	NA	NA	NA	NA	NA	NA	99
Gideona lucasi	0	NA	NA	NA	NA	NA	NA	99
Glabroculus cyane	1	NA	NA	NA	NA	NA	NA	99
Glaucopsyche lygdamus	1	NA	NA	NA	NA	NA	NA	99
Glennia pylotis	0	NA	NA	NA	NA	NA	NA	99
Glutophrissa drusilla	2	237.157932	267.286768575758	69.935385409909	15	-0.430809616607742	0.15	99
Gnophodes betsimena	1	NA	NA	NA	NA	NA	NA	99
Godyris duillia	0	NA	NA	NA	NA	NA	NA	99
Gomalia elma	1	NA	NA	NA	NA	NA	NA	99
Gonepteryx rhamni	1	NA	NA	NA	NA	NA	NA	99
Gonerilia seraphim	0	NA	NA	NA	NA	NA	NA	99
Grais stigmaticus	0	NA	NA	NA	NA	NA	NA	99
Graphium agamemnon	2	216.76	266.56809559596	70.1097064881649	3	-0.71043081038098	0.03	99
Graphium evemon	0	NA	NA	NA	NA	NA	NA	99
Graphium sarpedon	3	242.205268666667	267.132514747475	64.6174865694967	22	-0.385766259323606	0.22	99
Greta morgane	1	NA	NA	NA	NA	NA	NA	99
Gretna cylinda	1	NA	NA	NA	NA	NA	NA	99
Gunayan rubricollis	0	NA	NA	NA	NA	NA	NA	99
Gyrocheilus patrobas	0	NA	NA	NA	NA	NA	NA	99
Habrodais grunus	1	NA	NA	NA	NA	NA	NA	99
Hades noctula	1	NA	NA	NA	NA	NA	NA	99
Haematera pyrame	1	NA	NA	NA	NA	NA	NA	99
Haetera piera	0	NA	NA	NA	NA	NA	NA	99
Halotus rica	0	NA	NA	NA	NA	NA	NA	99
Halpe porus	1	NA	NA	NA	NA	NA	NA	99
Hamadryas amphinome	1	NA	NA	NA	NA	NA	NA	99
Hamanumida daedalus	1	NA	NA	NA	NA	NA	NA	99
Hamearis lucina	1	NA	NA	NA	NA	NA	NA	99
Harma theobene	3	185.816573333333	264.146155851852	60.3437024727594	1	-1.29805728367228	0.01	99
Hasora badra	1	NA	NA	NA	NA	NA	NA	99
Hasora chromus	4	219.793590833333	282.349252861953	77.7536546418098	2	-0.804536613961063	0.02	99
Hayashikeia courvoisieri	0	NA	NA	NA	NA	NA	NA	99
Hebomoia glaucippe	3	84.4834466666667	260.168685265993	48.6745631891108	1	-3.60938500704676	0.01	99
Helias phalaenoides	0	NA	NA	NA	NA	NA	NA	99
Heliconius atthis	0	NA	NA	NA	NA	NA	NA	99
Heliconius besckei	1	NA	NA	NA	NA	NA	NA	99
Heliconius charithonia	1	NA	NA	NA	NA	NA	NA	99
Heliconius cydno	1	NA	NA	NA	NA	NA	NA	99
Heliconius eleuchia	0	NA	NA	NA	NA	NA	NA	99
Heliconius elevatus	0	NA	NA	NA	NA	NA	NA	99
Heliconius erato	1	NA	NA	NA	NA	NA	NA	99
Heliconius ethilla	1	NA	NA	NA	NA	NA	NA	99
Heliconius hecale	1	NA	NA	NA	NA	NA	NA	99
Heliconius hermathena	0	NA	NA	NA	NA	NA	NA	99
Heliconius heurippa	0	NA	NA	NA	NA	NA	NA	99
Heliconius hewitsoni	0	NA	NA	NA	NA	NA	NA	99
Heliconius himera	0	NA	NA	NA	NA	NA	NA	99
Heliconius hortense	0	NA	NA	NA	NA	NA	NA	99
Heliconius ismenius	1	NA	NA	NA	NA	NA	NA	99
Heliconius melpomene	1	NA	NA	NA	NA	NA	NA	99
Heliconius numata	1	NA	NA	NA	NA	NA	NA	99
Heliconius pardalinus	0	NA	NA	NA	NA	NA	NA	99
Heliconius ricini	0	NA	NA	NA	NA	NA	NA	99
Heliconius sapho	1	NA	NA	NA	NA	NA	NA	99
Heliconius sara	1	NA	NA	NA	NA	NA	NA	99
Heliconius timareta	0	NA	NA	NA	NA	NA	NA	99
Heliconius wallacei	1	NA	NA	NA	NA	NA	NA	99
Heliconius xanthocles	1	NA	NA	NA	NA	NA	NA	99
Helicopis cupido	0	NA	NA	NA	NA	NA	NA	99
Heliopetes ericetorum	1	NA	NA	NA	NA	NA	NA	99
Heliophorus epicles	1	NA	NA	NA	NA	NA	NA	99
Heliopyrgus domicella	0	NA	NA	NA	NA	NA	NA	99
Hemiolaus caeculus	1	NA	NA	NA	NA	NA	NA	99
Heraclides aristodemus	1	NA	NA	NA	NA	NA	NA	99
Heraclides cresphontes	1	NA	NA	NA	NA	NA	NA	99
Heraclides thoas	2	271.824694	284.059192949495	110.584373039136	87	-0.110634971409253	0.87	99
Herimosa albovenata	1	NA	NA	NA	NA	NA	NA	99
Hermeuptychia hermes	1	NA	NA	NA	NA	NA	NA	99
Hermeuptychia sosybius	1	NA	NA	NA	NA	NA	NA	99
Herona marathus	1	NA	NA	NA	NA	NA	NA	99
Hesperia comma	2	271.51699	267.405094939394	82.5899285506589	80	0.0497868824052065	0.8	99
Hesperia meskei	1	NA	NA	NA	NA	NA	NA	99
Hesperilla ornata	1	NA	NA	NA	NA	NA	NA	99
Hesperocharis marchalii	1	NA	NA	NA	NA	NA	NA	99
Hesperopsis alpheus	1	NA	NA	NA	NA	NA	NA	99
Hestina assimilis	1	NA	NA	NA	NA	NA	NA	99
Hestinalis nama	1	NA	NA	NA	NA	NA	NA	99
Hestina persimilis	1	NA	NA	NA	NA	NA	NA	99
Heteronympha merope	1	NA	NA	NA	NA	NA	NA	99
Heteropterus morpheus	1	NA	NA	NA	NA	NA	NA	99
Heterosais nephele	0	NA	NA	NA	NA	NA	NA	99
Hewitsonia intermedia	0	NA	NA	NA	NA	NA	NA	99
Hewitsoniella migonitis	0	NA	NA	NA	NA	NA	NA	99
Hidari irava	2	213.46789	269.52351759596	92.0037260613439	8	-0.609275623887062	0.08	99
Hipparchia senthes	0	NA	NA	NA	NA	NA	NA	99
Historis odius	1	NA	NA	NA	NA	NA	NA	99
Horaga onyx	3	258.407546666667	264.855722215488	60.9483919314875	51	-0.105797303989086	0.51	99
Howarthia caelestis	0	NA	NA	NA	NA	NA	NA	99
Hyarotis adrastus	1	NA	NA	NA	NA	NA	NA	99
Hylephila phyleus	1	NA	NA	NA	NA	NA	NA	99
Hypanartia lethe	2	146.93759	281.91332330303	112.122119732488	2	-1.20382787647138	0.02	99
Hypaurotis crysalus	0	NA	NA	NA	NA	NA	NA	99
Hypermnestra helios	1	NA	NA	NA	NA	NA	NA	99
Hyphilaria thasus	1	NA	NA	NA	NA	NA	NA	99
Hypna clytemnestra	1	NA	NA	NA	NA	NA	NA	99
Hypochrysops polycletus	1	NA	NA	NA	NA	NA	NA	99
Hypoleria lavinia	1	NA	NA	NA	NA	NA	NA	99
Hypoleucis tripunctata	1	NA	NA	NA	NA	NA	NA	99
Hypolimnas anthedon	2	247.46863	289.097892161616	116.187535536123	32	-0.358293701381364	0.32	99
Hypolimnas bolina	10	230.735067711111	281.096766533333	44.9407708042337	2	-1.12062383267974	0.02	99
Hypolimnas misippus	7	215.49812847619	278.750297861472	53.6065786057522	1	-1.17993296775135	0.01	99
Hypolycaena phorbas	10	250.208562355556	272.956204596633	40.1603903033052	34	-0.566419849739492	0.34	99
Hypolycaena sipylus	1	NA	NA	NA	NA	NA	NA	99
Hyponephele lycaon	1	NA	NA	NA	NA	NA	NA	99
Hypothyris euclea	1	NA	NA	NA	NA	NA	NA	99
Hypsochila wagenknechti	0	NA	NA	NA	NA	NA	NA	99
Iambrix salsala	1	NA	NA	NA	NA	NA	NA	99
Idea leuconoe	1	NA	NA	NA	NA	NA	NA	99
Ideopsis gaura	1	NA	NA	NA	NA	NA	NA	99
Ideopsis vitrea	1	NA	NA	NA	NA	NA	NA	99
Inbio hilara	0	NA	NA	NA	NA	NA	NA	99
Iolana iolas	1	NA	NA	NA	NA	NA	NA	99
Iolaus bellina	0	NA	NA	NA	NA	NA	NA	99
Iophanus pyrrhias	0	NA	NA	NA	NA	NA	NA	99
Iphiclides podalirius	1	NA	NA	NA	NA	NA	NA	99
Ipidecla miadora	0	NA	NA	NA	NA	NA	NA	99
Iraota rochana	1	NA	NA	NA	NA	NA	NA	99
Iratsume orsedice	2	244.81111	265.929448434343	82.2546262576712	29	-0.256743473226516	0.29	99
Iridana perdita	0	NA	NA	NA	NA	NA	NA	99
Isma bononia	0	NA	NA	NA	NA	NA	NA	99
Isoteinon lamprospilus	1	NA	NA	NA	NA	NA	NA	99
Issoria baumanni	0	NA	NA	NA	NA	NA	NA	99
Issoria lathonia	3	242.169937333333	273.762735979798	77.8805629574897	22	-0.40565704004617	0.22	99
Ithomia drymo	1	NA	NA	NA	NA	NA	NA	99
